x_coord,D_L,RMSE,a_L
40.0,5.592656939970305e-07,0.002014640886736945,-0.3038958449772902
60.0,6.138900529475709e-07,0.002602053556564,0.32024212953630676
80.0,6.297931708657033e-07,0.0029440440156251876,0.5019511691766869
100.0,6.339067524107929e-07,0.003119545871656674,0.5489529556118081
120.0,6.341833397692938e-07,0.003213110488670276,0.5521132430188807
140.0,6.331137816760146e-07,0.003261471151225894,0.5398924712828074
160.0,6.316395618455878e-07,0.0032828390442438365,0.5230480341740167
180.0,6.300697164938409e-07,0.003288459681166651,0.5051109797725908
200.0,6.285707223571131e-07,0.003283663308094774,0.48798347141771614
220.0,6.271696524378024e-07,0.003272708157429876,0.4719748452591497
240.0,6.258983449522215e-07,0.0032573852671902693,0.45744888478512596
260.0,6.247391547064784e-07,0.0032396289483423097,0.44420397599435946
280.0,6.236976558055977e-07,0.003219981504402939,0.43230380861587575
300.0,6.227522193695489e-07,0.0031994796543032256,0.42150125104698727
320.0,6.218985239358464e-07,0.0031783676104361154,0.41174692625344556
340.0,6.211222932296097e-07,0.00315711594544722,0.4028777135056216
360.0,6.204140774526685e-07,0.0031359376369146773,0.39478563940112055
380.0,6.197662776611746e-07,0.0031149167126236703,0.3873838784006948
400.0,6.191688764614901e-07,0.003094237806011753,0.3805579717556272
420.0,6.186178130941322e-07,0.003073857719213487,0.3742615212244117
440.0,6.181068321554772e-07,0.0030538785818322056,0.36842305255961805
460.0,6.176308522513576e-07,0.0030343378971699336,0.36298450574691526
480.0,6.171875298720609e-07,0.003015206291092513,0.35791910384222125
500.0,6.167720079168918e-07,0.002996548951231916,0.35317134960862023
520.0,6.163818155257074e-07,0.002978355257236681,0.34871301099589697
540.0,6.16014193367143e-07,0.0029605998229240006,0.34451255988139523
560.0,6.156667790093345e-07,0.00294329327360917,0.34054300311651187
580.0,6.153378697961361e-07,0.0029264194782900317,0.3367848861505926
600.0,6.150256962360675e-07,0.002909946532000403,0.333217990772391
620.0,6.147289168349417e-07,0.0028938799799883017,0.32982698906811986
640.0,6.144459995268436e-07,0.0028782085456295924,0.3265943756512537
660.0,6.141763612538456e-07,0.0028629017896892703,0.3235134885013893
680.0,6.139184071886875e-07,0.00284796213108941,0.32056610512081557
700.0,6.136717353292229e-07,0.0028333797560435255,0.31774763223264546
720.0,6.134354153010908e-07,0.002819129833589482,0.3150474393785953
740.0,6.132086403010251e-07,0.002805205909687647,0.31245630802381863
760.0,6.129907774107045e-07,0.0027916013158992142,0.30996700644300645
780.0,6.127816105210678e-07,0.002778297427911285,0.30757706537383306
800.0,6.125803058628046e-07,0.002765283467830834,0.30527695816740735
820.0,6.123865800042217e-07,0.002752552672955516,0.30306344633294696
840.0,6.121995271827213e-07,0.00274009884798206,0.3009261806261952
860.0,6.120193739235301e-07,0.0027279038279082795,0.2988677493245947
880.0,6.118457113090471e-07,0.002715960792042991,0.2968834801352704
900.0,6.116774978879545e-07,0.002704261925722373,0.2949614734345273
920.0,6.11515264685744e-07,0.002692798297591901,0.2931077967201113
940.0,6.113583108613093e-07,0.0026815663879460857,0.2913144421809117
960.0,6.112063792603183e-07,0.0026705485996779453,0.28957847157129823
980.0,6.110596019135901e-07,0.0026597428050854125,0.2879013934755279
1000.0,6.109174613260721e-07,0.002649141566838422,0.28627729499466525
1020.0,6.107794873814136e-07,0.00263874281303577,0.2847008045788644
1040.0,6.106460805100639e-07,0.002628530945524935,0.28317649754679813
1060.0,6.10516940325878e-07,0.0026185036413863866,0.28170094168610477
1080.0,6.10391436897123e-07,0.0026086554165106004,0.28026693939623615
1100.0,6.102695501011332e-07,0.0025989810146925998,0.27887426075559724
1120.0,6.101518496606675e-07,0.002589475556956961,0.2775294154169433
1140.0,6.100372835420152e-07,0.002580139720752737,0.27622038284214895
1160.0,6.099261981304165e-07,0.0025709590986445615,0.27495112082928025
1180.0,6.098180743869429e-07,0.0025619333447232774,0.27371569883907265
1200.0,6.097131909493758e-07,0.002553057446554117,0.27251730058706897
1220.0,6.096115263232437e-07,0.0025443247196289985,0.2713556804774179
1240.0,6.095125884776697e-07,0.0025357265249449615,0.27022521656487647
1260.0,6.094162983192426e-07,0.00252726044024322,0.26912500512805726
1280.0,6.09322193365773e-07,0.0025189550745101006,0.2680497618450496
1300.0,6.092285590537066e-07,0.002510860058148237,0.2669798961111373
1320.0,6.091323073219401e-07,0.002503131996823003,0.2658801237373765
1340.0,6.090275589857432e-07,0.002496097013082827,0.26468326915375046
1360.0,6.089022984341899e-07,0.002490388355496575,0.2632520419790076
1380.0,6.087344954717192e-07,0.0024871661100554993,0.2613347251788472
1400.0,6.08490647163298e-07,0.002488388925586107,0.25854851418744046
1420.0,6.081093379395708e-07,0.002497175190044352,0.25419167465407494
1440.0,6.075031092772068e-07,0.002519231893207417,0.24726490541248933
1460.0,6.066293327283053e-07,0.0025570450129977908,0.23728113377861693
1480.0,6.045726839645521e-07,0.0026400529509948,0.21378186315363637
1500.0,6.058662171988969e-07,0.0027379461509297706,0.228561775053033
