x_coord,kyy
-200.0,0.0
-180.0,0.0
-160.0,0.0
-140.0,0.0
-120.0,0.0
-100.0,0.0
-80.0,0.0
-60.0,0.0
-50.0,0.0
-40.0,0.0
-30.0,255.54046448435005
-25.0,284.7681872174387
-20.0,252.15845871386895
-15.0,200.94159059718507
-10.0,144.3411331713083
-5.0,94.88428338740655
0.0,46.235585423168736
5.0,80.42568687798955
10.0,115.47508963361003
20.0,191.94482495713467
30.0,270.6930949800707
40.0,349.96440439676655
60.0,509.01445617395336
80.0,668.1142946603063
100.0,827.2435000409691
120.0,986.0482632598474
140.0,1144.2599336965018
160.0,1302.842885794921
180.0,1460.4932777158235
200.0,1618.4176482017442
220.0,1775.6545472771259
240.0,1932.4411882562601
260.0,2090.141751800858
280.0,2246.9250316184666
300.0,2404.3230365354957
320.0,2561.185373967951
340.0,2717.907767771133
360.0,2874.428958801166
380.0,3032.4016733160784
400.0,3189.2759683452537
420.0,3346.027007352401
440.0,3504.173660521133
460.0,3661.2894343066196
480.0,3818.3344633691718
500.0,3975.2650955911763
520.0,4133.997117113102
540.0,4291.340268179153
560.0,4448.615997194301
580.0,4605.788707415495
600.0,4764.975834060937
620.0,4922.557992926293
640.0,5080.078968615122
660.0,5237.510936450668
680.0,5397.004059144307
700.0,5554.815646853488
720.0,5712.5744095641585
740.0,5870.258982786558
760.0,6027.846443330112
780.0,6187.9518183081445
800.0,6345.930239404259
820.0,6503.848608063024
840.0,6661.689564088494
860.0,6819.434725601108
880.0,6979.985968571078
900.0,7138.113892952441
920.0,7296.181243517025
940.0,7454.174134081674
960.0,7612.077971207546
980.0,7772.91637230685
1000.0,7931.1814976196565
1020.0,8089.389497819664
1040.0,8247.529344490347
1060.0,8405.589504674797
1080.0,8563.557943057775
1100.0,8724.972573455856
1120.0,8883.312932205254
1140.0,9041.592749798527
1160.0,9199.802762196818
1180.0,9357.933919266408
1200.0,9515.97615313869
1220.0,9677.815344043203
1240.0,9836.22732870558
1260.0,9994.589411589595
1280.0,10152.862049589872
1300.0,10311.105920991968
1320.0,10469.12438735057
1340.0,10631.4250401969
1360.0,10789.305419890068
1380.0,10948.974702614038
1400.0,11104.200138200189
1420.0,11269.9647862854
1440.0,11411.147265001217
1460.0,11615.183062940572
1480.0,11679.156614079684
1500.0,12064.730202695198
